agent,episode_count,game_over_rate,horizon_completed_rate,truncated_rate,task_return_mean,task_return_sample_stddev,task_return_ci95_low,task_return_ci95_high,score_mean,score_sample_stddev,score_ci95_low,score_ci95_high,lines_removed_mean,lines_removed_sample_stddev,lines_removed_ci95_low,lines_removed_ci95_high,pieces_placed_mean,pieces_placed_sample_stddev,pieces_placed_ci95_low,pieces_placed_ci95_high,total_reward_mean,total_reward_sample_stddev,total_reward_ci95_low,total_reward_ci95_high,decisions_made_mean,decisions_made_sample_stddev,decisions_made_ci95_low,decisions_made_ci95_high,nodes_expanded_mean,nodes_expanded_sample_stddev,nodes_expanded_ci95_low,nodes_expanded_ci95_high,avg_nodes_per_decision_mean,avg_nodes_per_decision_sample_stddev,avg_nodes_per_decision_ci95_low,avg_nodes_per_decision_ci95_high,max_nodes_single_decision_mean,max_nodes_single_decision_sample_stddev,max_nodes_single_decision_ci95_low,max_nodes_single_decision_ci95_high,total_decision_time_seconds_mean,total_decision_time_seconds_sample_stddev,total_decision_time_seconds_ci95_low,total_decision_time_seconds_ci95_high,mean_decision_time_ms_mean,mean_decision_time_ms_sample_stddev,mean_decision_time_ms_ci95_low,mean_decision_time_ms_ci95_high,p50_decision_time_ms_mean,p50_decision_time_ms_sample_stddev,p50_decision_time_ms_ci95_low,p50_decision_time_ms_ci95_high,p95_decision_time_ms_mean,p95_decision_time_ms_sample_stddev,p95_decision_time_ms_ci95_low,p95_decision_time_ms_ci95_high
StateGoalHeuristicAgent,12,1.0,0.0,0.0,47.5,31.07615279804231,27.7550213857479,67.2449786142521,14891.666666666666,15280.020129290247,5183.139596443743,24600.19373688959,38.416666666666664,24.16405419526109,23.063455591288125,53.7698777420452,136.0,60.85003921713833,97.33746893230338,174.66253106769662,47.5,31.07615279804231,27.7550213857479,67.2449786142521,136.0,60.85003921713833,97.33746893230338,174.66253106769662,11766.916666666666,4854.99855740702,8682.176952867043,14851.65638046629,88.56363688256408,14.482598686563668,79.36177064116082,97.76550312396735,500.0,0.0,500.0,500.0,14.73227046307026,6.452967561690315,10.632222837095643,18.832318089044875,109.81875013854024,17.22262781543623,98.87594070820322,120.76155956887726,19.99916508248134,16.6094592280822,9.445947012533017,30.552383152429663,502.86182478445556,76.93345834652278,453.9803078333534,551.7433417355578
GeneticAgent,12,0.0,1.0,0.0,124.5,3.9196474795109273,122.00955801506981,126.99044198493019,77675.0,4261.908450021379,74967.09430303503,80382.90569696497,114.16666666666667,3.4067668846078396,112.00209566209362,116.33123767123972,300.0,0.0,300.0,300.0,124.5,3.9196474795109273,122.00955801506981,126.99044198493019,300.0,0.0,300.0,300.0,41459.666666666664,239.6320411621016,41307.41070503639,41611.92262829694,138.1988888888889,0.7987734705403357,137.69136901678797,138.7064087609898,204.0,0.0,204.0,204.0,50.77010857510322,5.938380463564949,46.997016197215025,54.54320095299142,169.23369525034408,19.794601545216494,156.65672065738343,181.81066984330474,160.90558675023203,23.427179136986204,146.02056690693965,175.79060659352442,285.06431678270025,17.80731473803863,273.7500125004154,296.3786210649851
QTableAgent,12,1.0,0.0,0.0,0.4166666666666667,0.6685579234215214,-0.008117636143761375,0.8414509694770947,41.666666666666664,66.85579234215214,-0.8117636143761331,84.14509694770946,0.4166666666666667,0.6685579234215214,-0.008117636143761375,0.8414509694770947,26.083333333333332,4.756972553924174,23.0608767906517,29.105789876014963,0.4166666666666667,0.6685579234215214,-0.008117636143761375,0.8414509694770947,26.083333333333332,4.756972553924174,23.0608767906517,29.105789876014963,869.6666666666666,194.33912876643492,746.1886426543965,993.1446906789367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003428318424388029,0.0020319520151040947,0.002137269003175752,0.004719367845600306,0.13065878581231463,0.06364506481103556,0.09022036823329718,0.17109720339133208,0.08703058271445722,0.006120046336020738,0.08314206456974743,0.09091910085916702,0.2798633247645434,0.2593277995353783,0.11509319091999395,0.44463345860909287
DQNAgent,12,0.08333333333333333,0.9166666666666666,0.0,151.75,31.377829463144543,131.81334388501048,171.68665611498952,93150.0,26450.966643274805,76343.74428064152,109956.25571935848,109.0,23.62971934584997,93.98629137986543,124.01370862013457,285.75,49.363448015713004,254.38575,317.11425,151.75,31.377829463144543,131.81334388501048,171.68665611498952,285.75,49.363448015713004,254.38575,317.11425,12259.833333333334,2305.577302319247,10794.92952675061,13724.737139916058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.472290733678165,3.0165368628474516,12.555661727729326,16.388919739627003,50.382318229470734,4.616622281211947,47.449036596927336,53.31559986201413,48.8931672086134,5.347169815099657,45.49571468828185,52.29061972894495,90.3210106717173,8.618739623145785,84.84488785024818,95.79713349318642
