metric,reference_agent,comparison_agent,difference_definition,seed_count,common_seeds,mean_difference,sample_stddev,ci95_low,ci95_high,comparison_wins,ties,reference_wins
total_reward,StateGoalHeuristicAgent,GeneticAgent,comparison_minus_reference,12,"[1000000, 1000001, 1000002, 1000003, 1000004, 1000005, 1000006, 1000007, 1000008, 1000009, 1000010, 1000011]",77.0,31.039564195628543,57.27826883136577,96.72173116863422,12,0,0
total_reward,StateGoalHeuristicAgent,QTableAgent,comparison_minus_reference,12,"[1000000, 1000001, 1000002, 1000003, 1000004, 1000005, 1000006, 1000007, 1000008, 1000009, 1000010, 1000011]",-47.083333333333336,31.25687803096183,-66.94314005652936,-27.22352661013731,0,0,12
total_reward,StateGoalHeuristicAgent,DQNAgent,comparison_minus_reference,12,"[1000000, 1000001, 1000002, 1000003, 1000004, 1000005, 1000006, 1000007, 1000008, 1000009, 1000010, 1000011]",104.25,47.20771316022607,74.25544781607807,134.2445521839219,12,0,0
total_reward,GeneticAgent,QTableAgent,comparison_minus_reference,12,"[1000000, 1000001, 1000002, 1000003, 1000004, 1000005, 1000006, 1000007, 1000008, 1000009, 1000010, 1000011]",-124.08333333333333,4.420167280531223,-126.89179257192363,-121.27487409474303,0,0,12
total_reward,GeneticAgent,DQNAgent,comparison_minus_reference,12,"[1000000, 1000001, 1000002, 1000003, 1000004, 1000005, 1000006, 1000007, 1000008, 1000009, 1000010, 1000011]",27.25,30.256854970853674,8.02558189983965,46.47441810016035,11,0,1
total_reward,QTableAgent,DQNAgent,comparison_minus_reference,12,"[1000000, 1000001, 1000002, 1000003, 1000004, 1000005, 1000006, 1000007, 1000008, 1000009, 1000010, 1000011]",151.33333333333334,31.259422821791116,131.47190971628214,171.19475695038454,12,0,0
