episode,seed,steps,score,lines_removed,pieces_placed,task_return,total_reward,termination_reason,terminated,truncated,game_over,horizon_completed,epsilon,last_loss,replay_size,learn_steps
237,236,300,112900,118,300,177.0,176.99999999999986,horizon_completed,True,False,False,True,0.01,0.12926462292671204,20000,48882
238,237,300,111100,118,300,179.0,178.99999999999994,horizon_completed,True,False,False,True,0.01,0.07110312581062317,20000,49182
239,238,300,114600,119,300,178.0,178.00000000000003,horizon_completed,True,False,False,True,0.01,0.4745250642299652,20000,49482
240,239,300,115900,118,300,182.0,181.99999999999991,horizon_completed,True,False,False,True,0.01,0.10428649187088013,20000,49782
241,240,300,111900,118,300,177.0,177.00000000000003,horizon_completed,True,False,False,True,0.01,1.1372402906417847,20000,50082
242,241,300,108600,114,300,169.0,169.00000000000009,horizon_completed,True,False,False,True,0.01,0.14583027362823486,20000,50382
243,242,300,123700,119,300,188.0,188.00000000000006,horizon_completed,True,False,False,True,0.01,0.07065368443727493,20000,50682
244,243,300,117900,118,300,186.0,185.99999999999994,horizon_completed,True,False,False,True,0.01,0.1777816116809845,20000,50982
245,244,300,112300,119,300,177.0,176.9999999999999,horizon_completed,True,False,False,True,0.01,0.04524711146950722,20000,51282
246,245,300,110200,116,300,178.0,178.00000000000003,horizon_completed,True,False,False,True,0.01,0.21234585344791412,20000,51582
247,246,300,109000,118,300,171.0,170.99999999999997,horizon_completed,True,False,False,True,0.01,0.17543499171733856,20000,51882
248,247,300,114200,118,300,178.0,177.9999999999999,horizon_completed,True,False,False,True,0.01,0.14440050721168518,20000,52182
249,248,300,113100,118,300,178.0,177.99999999999991,horizon_completed,True,False,False,True,0.01,0.1761675477027893,20000,52482
250,249,300,112200,117,300,179.0,178.99999999999986,horizon_completed,True,False,False,True,0.01,0.13736668229103088,20000,52782
